Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-06-10 00:00:00-04:00,173.63118065101344,175.70518493273318,171.43808427850212,173.67086791992188,23726700,0.2,0.0
2024-06-11 00:00:00-04:00,174.87163664223397,175.48688780612986,172.44038608531787,175.26856994628906,21540600,0.0,0.0
2024-06-12 00:00:00-04:00,176.88609812176736,179.0295742492246,174.76247320161096,176.4296112060547,27864700,0.0,0.0
2024-06-13 00:00:00-04:00,174.76246052696914,175.38764480431132,173.5418763520932,173.81973266601562,20913300,0.0,0.0
2024-06-14 00:00:00-04:00,172.886928506799,175.7051941501706,172.81745685502335,175.437255859375,18063600,0.0,0.0
2024-06-17 00:00:00-04:00,174.1174408030097,176.99524483970762,173.47240531751984,175.88381958007812,19618500,0.0,0.0
2024-06-18 00:00:00-04:00,175.78457643329608,176.03266350713454,172.7678442779151,173.75025939941406,21869900,0.0,0.0
2024-06-20 00:00:00-04:00,174.02811225809378,175.9334191303285,173.65103020992316,174.9510040283203,20160100,0.0,0.0
2024-06-21 00:00:00-04:00,175.645657934706,179.466205138687,175.2586426839211,178.2555389404297,57759000,0.0,0.0
2024-06-24 00:00:00-04:00,178.78147315371626,179.5058831721026,177.30286873730756,177.84866333007812,18298000,0.0,0.0
2024-06-25 00:00:00-04:00,178.24561193946573,182.87987707702328,178.04714529101605,182.6218719482422,23130200,0.0,0.0
2024-06-26 00:00:00-04:00,181.23255669280258,183.09816101305836,181.08369537751665,182.47299194335938,19839000,0.0,0.0
2024-06-27 00:00:00-04:00,182.77071833286294,184.62642010992184,182.61195409916436,183.99131774902344,18848900,0.0,0.0
2024-06-28 00:00:00-04:00,182.90965002904287,183.71344974735644,180.56770738280355,180.75624084472656,29156600,0.0,0.0
2024-07-01 00:00:00-04:00,181.6294852381344,182.47298724360064,179.9127271353494,181.5897979736328,16006100,0.0,0.0
2024-07-02 00:00:00-04:00,180.65700787416756,184.1500780686585,180.17075176456586,183.82260131835938,17372500,0.0,0.0
2024-07-03 00:00:00-04:00,183.43558380831382,184.6660859724945,182.59208172180752,184.39816284179688,10242100,0.0,0.0
2024-07-05 00:00:00-04:00,184.43786493247498,189.39960668236182,184.3783264542018,189.1416015625,20967500,0.0,0.0
2024-07-08 00:00:00-04:00,188.44695643270228,188.71489474236242,186.3431826553111,187.5836181640625,21035900,0.0,0.0
2024-07-09 00:00:00-04:00,188.85379104005673,189.89575971995774,187.27596097330996,187.53396606445312,15121400,0.0,0.0
2024-07-10 00:00:00-04:00,187.7026819141074,190.28279364749721,187.5836049591009,189.71714782714844,15952500,0.0,0.0
2024-07-11 00:00:00-04:00,188.39735066829172,189.39961710579536,183.66384453862594,184.1501007080078,25625800,0.0,0.0
2024-07-12 00:00:00-04:00,183.66381817797418,185.67828393880026,183.0783363373865,183.65390014648438,22898400,0.0,0.0
2024-07-15 00:00:00-04:00,183.50507109678486,186.7996751747927,183.50507109678486,185.10275268554688,16474000,0.0,0.0
2024-07-16 00:00:00-04:00,185.9263913901426,187.2362833659617,181.96691593885006,182.51271057128906,18290700,0.0,0.0
2024-07-17 00:00:00-04:00,181.569963789314,182.14552760174087,178.52344733868037,179.6348876953125,20734100,0.0,0.0
2024-07-18 00:00:00-04:00,180.53793067512186,181.10357651103143,175.11971708479683,176.33038330078125,25315700,0.0,0.0
2024-07-19 00:00:00-04:00,177.511279614787,178.9104792954856,175.77466998349036,176.3006134033203,18881900,0.0,0.0
2024-07-22 00:00:00-04:00,179.20819962101348,181.30205541728276,178.8509535799711,180.27993774414062,24100300,0.0,0.0
2024-07-23 00:00:00-04:00,180.6569917790045,182.20505253920132,180.150884509072,180.3989715576172,36352700,0.0,0.0
2024-07-24 00:00:00-04:00,172.27169172735933,174.8418705004524,170.5053127515472,171.30911254882812,49585200,0.0,0.0
2024-07-25 00:00:00-04:00,171.1999255778285,172.09303295252627,165.91070754972583,166.00001525878906,44852000,0.0,0.0
2024-07-26 00:00:00-04:00,165.8710141586151,166.80382399385917,162.8046615111257,165.72216796875,41336900,0.0,0.0
2024-07-29 00:00:00-04:00,167.5381777702437,169.12592608314606,166.70460877031735,168.23281860351562,20293800,0.0,0.0
2024-07-30 00:00:00-04:00,168.9373789518768,169.91979407162952,167.15114899500833,168.9869842529297,18959700,0.0,0.0
2024-07-31 00:00:00-04:00,171.91445199889176,172.91671848849563,168.70915558318072,170.22744750976562,25729100,0.0,0.0
2024-08-01 00:00:00-04:00,168.94730744825696,172.718234225876,167.58779504728142,169.45339965820312,24531400,0.0,0.0
2024-08-02 00:00:00-04:00,165.1664630337912,167.22061625981866,163.41000220136607,165.38478088378906,29130100,0.0,0.0
2024-08-05 00:00:00-04:00,154.3101575722687,163.17182044634595,153.74451178437454,158.03146362304688,53630700,0.0,0.0
2024-08-06 00:00:00-04:00,158.11086239581772,159.34137978517677,155.2132070680051,157.0788116455078,49004600,0.0,0.0
2024-08-07 00:00:00-04:00,160.0161531809976,161.73291139086032,157.25742629410797,157.7238311767578,25138600,0.0,0.0
2024-08-08 00:00:00-04:00,159.28181801513983,162.4374934400702,158.9841256428161,160.79019165039062,25578800,0.0,0.0
2024-08-09 00:00:00-04:00,158.78564981676743,162.53672526881738,157.84292193770273,162.4176483154297,28602300,0.0,0.0
2024-08-12 00:00:00-04:00,163.09243732479868,163.63821673656008,160.60163358167628,161.04818725585938,15895300,0.0,0.0
2024-08-13 00:00:00-04:00,162.1596237343071,163.46951549041373,161.72298810159427,162.9038848876953,18551700,0.0,0.0
2024-08-14 00:00:00-04:00,161.15734902797854,161.9710818575429,156.5032484754406,159.14288330078125,40591100,0.0,0.0
2024-08-15 00:00:00-04:00,159.27192935322697,160.4032060027647,158.38873982106185,160.06581115722656,31524300,0.0,0.0
2024-08-16 00:00:00-04:00,160.23448454041534,163.79701137732062,159.8970897454957,161.7130889892578,24208600,0.0,0.0
2024-08-19 00:00:00-04:00,164.01533548402497,165.4145503036196,163.0031359185699,165.3946990966797,22416200,0.0,0.0
2024-08-20 00:00:00-04:00,165.62293103111787,167.34962258490438,165.54355648931903,165.90078735351562,18341500,0.0,0.0
2024-08-21 00:00:00-04:00,163.8863376356894,165.57334208523812,163.41001462767,164.58099365234375,22902000,0.0,0.0
2024-08-22 00:00:00-04:00,165.9801625781286,166.30763931714822,162.06039002531082,162.54664611816406,22493300,0.0,0.0
2024-08-23 00:00:00-04:00,163.45959957039315,164.9084194881608,162.5764102626484,164.3527069091797,13955700,0.0,0.0
2024-08-26 00:00:00-04:00,165.1069286953162,166.26797448558267,163.20162161831215,164.88861083984375,14190400,0.0,0.0
2024-08-27 00:00:00-04:00,164.57101888272692,165.16643384878998,163.20158868803244,163.41989135742188,11821900,0.0,0.0
2024-08-28 00:00:00-04:00,163.77715768210635,164.33288545251102,160.2940205808296,161.6039276123047,16407400,0.0,0.0
2024-08-29 00:00:00-04:00,163.05275436266322,164.70005625165825,159.02382249929119,160.5421142578125,19699800,0.0,0.0
2024-08-30 00:00:00-04:00,161.37565797884346,162.407708577046,160.45278142936655,162.12985229492188,22123800,0.0,0.0
2024-09-03 00:00:00-04:00,160.48256877218185,160.61157889702227,155.28265821334085,156.1559295654297,38945300,0.0,0.0
2024-09-04 00:00:00-04:00,155.46131426900152,157.78340604462628,154.76667337142607,155.25291442871094,19353800,0.0,0.0
2024-09-05 00:00:00-04:00,155.1040553313884,158.22994668183233,154.78649658056972,156.036865234375,18688700,0.0,0.0
2024-09-06 00:00:00-04:00,156.09640040925774,156.62234382988387,149.39804896411633,149.7652130126953,37912100,0.0,0.0
2024-09-09 00:00:00-04:00,151.54384395398554,152.42820519903154,146.28736276622044,147.76792907714844,39260500,0.2,0.0
2024-09-10 00:00:00-04:00,149.4969156283568,150.31172831197244,147.40028159964342,147.71826171875,31118800,0.0,0.0
2024-09-11 00:00:00-04:00,148.97027288921362,150.54026559740743,146.5854826673726,150.20242309570312,29607700,0.0,0.0
2024-09-12 00:00:00-04:00,152.82567601120004,153.83921852992611,151.68295219399317,153.7100372314453,29621500,0.0,0.0
2024-09-13 00:00:00-04:00,154.44537016884462,157.37669455144265,154.22677778049754,156.4625244140625,29591200,0.0,0.0
2024-09-16 00:00:00-04:00,156.31346693580858,157.2475146303272,155.60797314926953,157.0587158203125,18379800,0.0,0.0
2024-09-17 00:00:00-04:00,158.01264265003823,159.53294917671778,157.37669753536267,158.3107452392578,20715600,0.0,0.0
2024-09-18 00:00:00-04:00,158.84729370623916,159.4832387245749,157.59528121573842,158.797607421875,23677300,0.0,0.0
2024-09-19 00:00:00-04:00,162.67293084972206,162.7524107202581,160.31793409819053,161.1128692626953,26587700,0.0,0.0
2024-09-20 00:00:00-04:00,162.46426944453307,162.6928082081416,161.03338904917277,162.55369567871094,40896400,0.0,0.0
2024-09-23 00:00:00-04:00,163.3088543567614,164.44163188871738,160.64582418208624,160.82469177246094,24150900,0.0,0.0
2024-09-24 00:00:00-04:00,161.9972041569506,162.18600293337994,159.67203168983335,161.2618865966797,23332100,0.0,0.0
2024-09-25 00:00:00-04:00,160.44710243338025,161.77861000791742,160.27818118844277,160.46697998046875,18869200,0.0,0.0
2024-09-26 00:00:00-04:00,162.60335078741144,163.0405658423745,161.25196569121914,161.69911193847656,20319300,0.0,0.0
2024-09-27 00:00:00-04:00,161.7786145898017,164.65030615932238,161.59976214731748,162.91139221191406,21101300,0.0,0.0
2024-09-30 00:00:00-04:00,162.28540572954867,165.09746486800793,162.22577308210086,164.79937744140625,20413900,0.0,0.0
2024-10-01 00:00:00-04:00,166.62769139519463,168.08838020304094,163.53739254376728,165.93212890625,28338100,0.0,0.0
2024-10-02 00:00:00-04:00,165.36574568962988,166.4587833748385,163.68644922877587,164.80929565429688,17760200,0.0,0.0
2024-10-03 00:00:00-04:00,163.3684842780683,165.5843532266716,162.88158291608877,164.80929565429688,15073100,0.0,0.0
2024-10-04 00:00:00-04:00,166.99534350266865,167.16426473931182,164.43168589066445,166.00167846679688,19047400,0.0,0.0
2024-10-07 00:00:00-04:00,166.65753420806615,167.41271432730716,161.71901678363855,161.9475555419922,22463100,0.0,0.0
2024-10-08 00:00:00-04:00,162.901468985077,163.68645779124333,161.8382399845631,163.33868408203125,23072700,0.0,0.0
2024-10-09 00:00:00-04:00,162.41457984860077,163.79577392063888,158.72809031254272,160.83465576171875,31181800,0.0,0.0
2024-10-10 00:00:00-04:00,159.85088135255765,162.03695645018013,159.38385759644052,161.05322265625,14144100,0.0,0.0
2024-10-11 00:00:00-04:00,161.1029483482804,162.86172488598982,160.2185869014022,162.20591735839844,15344300,0.0,0.0
2024-10-14 00:00:00-04:00,162.60336327926677,165.17695235890986,162.36487818674945,163.91500854492188,19016100,0.0,0.0
2024-10-15 00:00:00-04:00,164.73974614754195,166.61777276120088,163.5871060435806,164.41184997558594,20247200,0.0,0.0
2024-10-16 00:00:00-04:00,163.48770991975573,164.74966878217245,162.70272119940034,164.1137237548828,16406000,0.0,0.0
2024-10-17 00:00:00-04:00,164.68012315374543,165.3160682513299,161.7289364078274,161.89785766601562,21453400,0.0,0.0
2024-10-18 00:00:00-04:00,162.1562116364337,163.66658684818702,162.0469078679096,162.38475036621094,19757700,0.0,0.0
2024-10-21 00:00:00-04:00,161.91770927556843,163.45789306330104,161.58979800498344,163.03062438964844,20946500,0.0,0.0
2024-10-22 00:00:00-04:00,161.94755157914383,164.719886004102,161.94755157914383,164.0938720703125,16568100,0.0,0.0
2024-10-23 00:00:00-04:00,163.71626254064074,164.76956032222017,160.90418838301372,161.74880981445312,18280500,0.0,0.0
2024-10-24 00:00:00-04:00,161.79848222899673,162.29531475497333,159.9900045566217,161.68917846679688,22412500,0.0,0.0
2024-10-25 00:00:00-04:00,162.63315236060092,164.54098738372983,162.38473610505613,164.2230224609375,19828900,0.0,0.0
2024-10-28 00:00:00-04:00,167.68100328825437,167.68100328825437,162.91140727340738,165.6638641357422,32138600,0.0,0.0
2024-10-29 00:00:00-04:00,166.6674584466476,169.30068030332265,166.03151333010814,168.6051025390625,42169000,0.0,0.0
2024-10-30 00:00:00-04:00,179.53541113405987,180.86693395167478,172.95735272555387,173.35482788085938,68890800,0.0,0.0
2024-10-31 00:00:00-04:00,172.03323918990733,175.69986574053596,169.91672772946706,170.02603149414062,44769000,0.0,0.0
2024-11-01 00:00:00-04:00,168.9926374988831,171.22838406204764,167.8101735573136,170.20489501953125,31796500,0.0,0.0
2024-11-04 00:00:00-05:00,168.85349334018605,169.6484284063568,166.94565827865142,168.16787719726562,21492700,0.0,0.0
2024-11-05 00:00:00-05:00,168.35668494331603,169.4497227111904,167.77042612333224,168.66473388671875,18242100,0.0,0.0
2024-11-06 00:00:00-05:00,172.69900637438644,175.81911434381482,172.4009037964916,175.39183044433594,33695500,0.0,0.0
2024-11-07 00:00:00-05:00,176.28614242154367,179.93289179611503,176.067534869967,179.60498046875,25352900,0.0,0.0
2024-11-08 00:00:00-05:00,179.50560202546419,179.7540183112244,176.95189049215537,177.22018432617188,22006200,0.0,0.0
2024-11-11 00:00:00-05:00,177.44871282536081,179.40623425717754,177.3394090594478,179.20750427246094,17450400,0.0,0.0
2024-11-12 00:00:00-05:00,178.68086684117154,181.33395085774214,178.25358296080182,180.46945190429688,25134900,0.0,0.0
2024-11-13 00:00:00-05:00,179.31680352847516,179.81363605883408,177.40895326922643,177.74681091308594,23184000,0.0,0.0
2024-11-14 00:00:00-05:00,177.15062051532624,177.68720818344102,173.21571503907634,174.4677276611328,31007500,0.0,0.0
2024-11-15 00:00:00-05:00,172.62944344024277,173.03684979342893,170.135349355116,171.39730834960938,32504600,0.0,0.0
2024-11-18 00:00:00-05:00,172.32140362031606,174.32861141194803,171.80469351153303,174.1894989013672,20135300,0.0,0.0
2024-11-19 00:00:00-05:00,172.61951742744716,177.7368870735365,172.4605273586821,176.99163818359375,23434900,0.0,0.0
2024-11-20 00:00:00-05:00,176.21655843045156,176.5544009125721,172.67911323618793,174.86517333984375,18997100,0.0,0.0
2024-11-21 00:00:00-05:00,172.79836977486937,173.02692368437366,162.662987910428,166.56809997558594,59734400,0.0,0.0
2024-11-22 00:00:00-05:00,164.79936934193785,165.40550568311707,162.8617101914929,163.7162628173828,38604600,0.0,0.0
2024-11-25 00:00:00-05:00,165.0378213787698,167.56173904858872,164.56086640923021,166.5879364013672,33135300,0.0,0.0
2024-11-26 00:00:00-05:00,166.56807852805025,168.74420743105776,166.51839224272408,168.0486297607422,20486700,0.0,0.0
