contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
AAPL260615P00250000,2026-06-10 15:43:41+00:00,250.0,0.07,0.03,0.12,-0.009999998,-12.499997,6,7,0.5390671093750001,False,REGULAR,USD
AAPL260615P00255000,2026-06-09 19:21:27+00:00,255.0,0.12,0.03,0.15,0.0,0.0,7,6,0.5283250292968751,False,REGULAR,USD
AAPL260615P00260000,2026-06-10 14:51:24+00:00,260.0,0.18,0.06,0.18,0.0,0.0,3,21,0.477544287109375,False,REGULAR,USD
AAPL260615P00265000,2026-06-10 15:08:21+00:00,265.0,0.18,0.02,0.24,0.0,0.0,3,50,0.4335994140625,False,REGULAR,USD
AAPL260615P00270000,2026-06-10 14:46:17+00:00,270.0,0.28,0.07,0.28,-0.02000001,-6.6666694,29,142,0.375982802734375,False,REGULAR,USD
AAPL260615P00275000,2026-06-10 15:44:04+00:00,275.0,0.38,0.31,0.42,-0.22000003,-36.66667,64,267,0.33447931152343746,False,REGULAR,USD
AAPL260615P00277500,2026-06-10 15:37:31+00:00,277.5,0.53,0.43,0.55,-0.110000014,-17.187504,309,63,0.317389638671875,False,REGULAR,USD
AAPL260615P00280000,2026-06-10 15:43:27+00:00,280.0,0.7,0.64,0.7,-0.26,-27.083334,549,336,0.2971261694335937,False,REGULAR,USD
AAPL260615P00282500,2026-06-10 15:57:14+00:00,282.5,1.12,0.92,1.08,-0.15999997,-12.499997,105,84,0.2951730639648437,False,REGULAR,USD
AAPL260615P00285000,2026-06-10 16:02:34+00:00,285.0,1.41,1.39,1.53,-0.43000007,-23.36957,1553,701,0.2863840893554687,False,REGULAR,USD
AAPL260615P00287500,2026-06-10 15:53:23+00:00,287.5,2.34,2.05,2.27,-0.32000017,-12.030081,637,232,0.28748271118164054,False,REGULAR,USD
AAPL260615P00290000,2026-06-10 16:03:52+00:00,290.0,3.16,2.93,3.15,-0.43999982,-12.222218,873,1603,0.2834544311523437,False,REGULAR,USD
AAPL260615P00292500,2026-06-10 15:47:29+00:00,292.5,4.15,3.9,4.3,-0.73,-14.959016,181,290,0.28247787841796873,True,REGULAR,USD
AAPL260615P00295000,2026-06-10 15:49:47+00:00,295.0,6.05,5.4,5.8,-1.5499997,-20.394733,145,746,0.28943581665039053,True,REGULAR,USD
AAPL260615P00297500,2026-06-10 16:03:52+00:00,297.5,7.5,7.25,7.75,-2.12,-22.03742,45,181,0.3139717041015625,True,REGULAR,USD
AAPL260615P00300000,2026-06-10 15:44:38+00:00,300.0,9.21,9.25,9.8,-1.4399996,-13.521123,247,1031,0.3358220715332031,True,REGULAR,USD
AAPL260615P00302500,2026-06-10 15:43:41+00:00,302.5,11.93,11.25,12.3,0.4300003,3.7391331,2066,2104,0.3869690209960937,True,REGULAR,USD
AAPL260615P00305000,2026-06-10 15:32:58+00:00,305.0,15.27,12.9,14.7,1.0200005,7.157898,17,267,0.42639733764648446,True,REGULAR,USD
AAPL260615P00307500,2026-06-10 14:24:44+00:00,307.5,17.09,15.65,16.9,0.7399998,4.5259924,7,125,0.4437311486816406,True,REGULAR,USD
AAPL260615P00310000,2026-06-10 14:36:47+00:00,310.0,19.72,18.05,19.15,0.86999893,4.615379,12,1052,0.46045461425781253,True,REGULAR,USD
AAPL260615P00312500,2026-06-10 14:14:54+00:00,312.5,21.6,20.55,21.8,-0.20999908,-0.9628569,5,226,0.5168505346679688,True,REGULAR,USD
AAPL260615P00315000,2026-06-10 15:01:26+00:00,315.0,24.97,22.65,24.7,0.94999886,3.9550326,14,52,0.5992471716308594,True,REGULAR,USD
AAPL260615P00317500,2026-06-09 19:15:36+00:00,317.5,26.47,24.9,27.3,0.0,0.0,14,0,0.5053760400390624,True,REGULAR,USD
AAPL260615P00320000,2026-06-09 17:45:04+00:00,320.0,30.0,27.65,29.5,0.0,0.0,1,2,0.5358933129882812,True,REGULAR,USD
AAPL260615P00322500,2026-06-10 14:53:45+00:00,322.5,33.42,30.4,32.0,17.269999,106.93498,2,2,0.5881388842773438,True,REGULAR,USD
AAPL260615P00325000,2026-06-10 13:49:03+00:00,325.0,35.85,32.65,34.5,7.499998,26.455019,1,0,0.6015664843750002,True,REGULAR,USD
AAPL260615P00327500,2026-06-08 13:52:22+00:00,327.5,16.56,35.5,36.85,0.0,0.0,20,0,0.6499058447265625,True,REGULAR,USD
AAPL260615P00330000,2026-06-05 15:58:59+00:00,330.0,17.47,37.65,39.5,0.0,0.0,1,0,0.6647982739257814,True,REGULAR,USD
AAPL260615P00332500,2026-06-08 17:38:47+00:00,332.5,21.0,40.5,42.15,0.0,0.0,18,0,0.737307314453125,True,REGULAR,USD
AAPL260615P00335000,2026-06-08 15:45:07+00:00,335.0,21.0,42.65,44.7,0.0,0.0,40,0,0.7434107690429688,True,REGULAR,USD
AAPL260615P00340000,2026-06-08 17:41:51+00:00,340.0,29.5,48.05,49.9,0.0,0.0,5,0,0.8542495043945313,True,REGULAR,USD
AAPL260615P00345000,2026-06-08 17:38:25+00:00,345.0,33.0,52.65,54.65,0.0,0.0,4,0,0.8559584716796875,True,REGULAR,USD
