contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
TSLA260612P00080000,2026-06-09 17:49:20+00:00,80.0,0.01,0.0,0.01,0.0,0.0,100.0,11,5.000003749999999,False,REGULAR,USD
TSLA260612P00100000,2026-05-14 19:17:42+00:00,100.0,0.07,0.0,0.01,0.0,0.0,2.0,11,4.2500046875,False,REGULAR,USD
TSLA260612P00110000,2026-05-14 14:12:55+00:00,110.0,0.17,0.0,0.01,0.0,0.0,,1,3.93750015625,False,REGULAR,USD
TSLA260612P00120000,2026-06-05 19:58:56+00:00,120.0,0.01,0.0,0.01,0.0,0.0,1.0,41,3.750000625,False,REGULAR,USD
TSLA260612P00130000,2026-06-04 14:34:11+00:00,130.0,0.01,0.0,0.01,0.0,0.0,63.0,236,3.50000125,False,REGULAR,USD
TSLA260612P00140000,2026-06-05 19:32:02+00:00,140.0,0.01,0.0,0.01,0.0,0.0,7013.0,7102,3.2500018749999997,False,REGULAR,USD
TSLA260612P00150000,2026-06-09 16:41:19+00:00,150.0,0.01,0.0,0.01,0.0,0.0,5.0,29588,3.0000025,False,REGULAR,USD
TSLA260612P00160000,2026-06-09 16:41:10+00:00,160.0,0.01,0.0,0.01,0.0,0.0,5.0,2216,2.81250296875,False,REGULAR,USD
TSLA260612P00170000,2026-06-09 16:35:34+00:00,170.0,0.01,0.0,0.01,0.0,0.0,4.0,557,2.6250034375,False,REGULAR,USD
TSLA260612P00180000,2026-06-09 13:39:26+00:00,180.0,0.1,0.0,0.01,0.0,0.0,1.0,387,2.43750390625,False,REGULAR,USD
TSLA260612P00190000,2026-06-10 15:42:12+00:00,190.0,0.01,0.0,0.02,-0.02,-66.66667,59.0,359,2.4062539843749997,False,REGULAR,USD
TSLA260612P00200000,2026-06-10 15:37:20+00:00,200.0,0.03,0.01,0.02,0.01,50.0,129.0,1812,2.3125042187499996,False,REGULAR,USD
TSLA260612P00210000,2026-06-10 15:50:08+00:00,210.0,0.2,0.01,0.15,0.18,900.0002,43.0,5612,2.5195349511718748,False,REGULAR,USD
TSLA260612P00220000,2026-06-10 14:36:40+00:00,220.0,0.03,0.01,0.04,0.02,200.0,71.0,640,2.0937547656249995,False,REGULAR,USD
TSLA260612P00230000,2026-06-10 14:08:14+00:00,230.0,0.02,0.01,0.1,-0.05,-71.42857,9.0,2401,2.0859422851562495,False,REGULAR,USD
TSLA260612P00240000,2026-06-10 15:59:40+00:00,240.0,0.14,0.01,0.18,0.11,366.66666,65.0,26054,2.03906740234375,False,REGULAR,USD
TSLA260612P00250000,2026-06-10 15:15:12+00:00,250.0,0.01,0.01,0.1,-0.02,-66.66667,29.0,19462,1.7734386328124998,False,REGULAR,USD
TSLA260612P00255000,2026-06-10 15:24:01+00:00,255.0,0.08,0.01,0.11,0.049999997,166.66664,164.0,749,1.7109389453125,False,REGULAR,USD
TSLA260612P00260000,2026-06-10 15:29:40+00:00,260.0,0.03,0.02,0.05,-0.03,-50.0,202.0,4921,1.5468772656249998,False,REGULAR,USD
TSLA260612P00265000,2026-06-10 15:50:21+00:00,265.0,0.03,0.01,0.05,-0.03,-60.000004,101.0,1978,1.4609401953124999,False,REGULAR,USD
TSLA260612P00270000,2026-06-10 15:38:57+00:00,270.0,0.03,0.01,0.05,-0.020000001,-40.000004,12.0,1049,1.3906280468749999,False,REGULAR,USD
