contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260611P00500000,2026-06-01 13:42:52+00:00,500.0,0.01,0.0,0.01,0.0,0.0,360.0,960,1.5000025,False,REGULAR,USD
SPY260611P00505000,2026-06-08 13:30:02+00:00,505.0,0.01,0.0,0.01,0.0,0.0,1.0,1,1.4375028125,False,REGULAR,USD
SPY260611P00510000,2026-06-05 20:14:37+00:00,510.0,0.03,0.0,0.01,0.0,0.0,5.0,5,1.4375028125,False,REGULAR,USD
SPY260611P00520000,2026-06-05 20:08:04+00:00,520.0,0.03,0.0,0.01,0.0,0.0,3.0,3,1.3437532812499997,False,REGULAR,USD
SPY260611P00530000,2026-06-08 19:40:52+00:00,530.0,0.01,0.0,0.01,0.0,0.0,11.0,11,1.2812535937499998,False,REGULAR,USD
SPY260611P00535000,2026-06-08 13:46:59+00:00,535.0,0.02,0.0,0.01,0.0,0.0,3.0,3,1.2500037499999999,False,REGULAR,USD
SPY260611P00545000,2026-06-08 18:01:14+00:00,545.0,0.01,0.0,0.01,0.0,0.0,10.0,11,1.1875040625,False,REGULAR,USD
SPY260611P00550000,2026-06-10 13:30:03+00:00,550.0,0.01,0.0,0.01,0.0,0.0,3.0,167,1.125004375,False,REGULAR,USD
SPY260611P00555000,2026-06-09 18:29:12+00:00,555.0,0.01,0.0,0.01,0.0,0.0,5.0,146,1.09375453125,False,REGULAR,USD
SPY260611P00565000,2026-06-08 13:30:01+00:00,565.0,0.03,0.01,0.02,0.0,0.0,4.0,4,1.125004375,False,REGULAR,USD
SPY260611P00570000,2026-06-10 15:10:11+00:00,570.0,0.01,0.01,0.02,0.0,0.0,21.0,405,1.09375453125,False,REGULAR,USD
SPY260611P00575000,2026-06-09 17:06:03+00:00,575.0,0.02,0.01,0.02,0.0,0.0,102.0,366,1.0625046875000002,False,REGULAR,USD
SPY260611P00580000,2026-06-10 13:42:44+00:00,580.0,0.01,0.01,0.02,0.0,0.0,3030.0,439,1.0234423828125,False,REGULAR,USD
SPY260611P00585000,2026-06-10 14:31:28+00:00,585.0,0.01,0.01,0.02,-0.01,-50.0,82.0,702,0.98437515625,False,REGULAR,USD
SPY260611P00590000,2026-06-10 13:30:02+00:00,590.0,0.02,0.01,0.02,0.0,0.0,411.0,314,0.9531254687499999,False,REGULAR,USD
SPY260611P00595000,2026-06-10 13:49:21+00:00,595.0,0.01,0.01,0.02,-0.01,-50.0,2.0,1019,0.92187578125,False,REGULAR,USD
SPY260611P00600000,2026-06-09 16:47:04+00:00,600.0,0.04,0.01,0.02,0.0,0.0,2.0,362,0.8828136718749999,False,REGULAR,USD
SPY260611P00605000,2026-06-10 15:10:08+00:00,605.0,0.01,0.01,0.02,-0.02,-66.66667,8.0,168,0.851563984375,False,REGULAR,USD
SPY260611P00610000,2026-06-10 15:25:09+00:00,610.0,0.02,0.01,0.02,0.0,0.0,172.0,616,0.8125018749999999,False,REGULAR,USD
