contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
GOOGL260622P00305000,2026-06-10 17:40:26+00:00,305.0,0.27,0.07,0.77,0.0,0.0,6,7,0.5192919165039063,False,REGULAR,USD
GOOGL260622P00310000,2026-06-10 14:40:00+00:00,310.0,0.28,0.17,0.82,0.0,0.0,6,3,0.4819387744140625,False,REGULAR,USD
GOOGL260622P00315000,2026-06-10 13:48:39+00:00,315.0,0.53,0.27,0.68,0.12999997,32.49999,3,251,0.41968353759765625,False,REGULAR,USD
GOOGL260622P00320000,2026-06-10 16:01:32+00:00,320.0,0.53,0.53,1.0,0.06999996,15.217382,47,102,0.41260353027343744,False,REGULAR,USD
GOOGL260622P00325000,2026-06-10 19:00:00+00:00,325.0,0.9,0.81,1.02,0.26,40.625,2,7,0.3684145190429688,False,REGULAR,USD
GOOGL260622P00330000,2026-06-10 19:30:53+00:00,330.0,1.25,1.12,1.58,0.59,89.39393,25,11,0.3658510681152344,False,REGULAR,USD
GOOGL260622P00335000,2026-06-10 19:50:00+00:00,335.0,1.9,1.38,2.19,0.73,62.393166,6,6,0.3529117443847656,False,REGULAR,USD
GOOGL260622P00340000,2026-06-10 19:17:49+00:00,340.0,2.57,2.27,2.95,0.8499999,49.4186,58,47,0.3367986242675781,False,REGULAR,USD
GOOGL260622P00345000,2026-06-10 19:26:38+00:00,345.0,3.66,2.73,4.4,1.5600002,74.28573,19,7,0.33960621337890623,False,REGULAR,USD
GOOGL260622P00350000,2026-06-10 19:48:04+00:00,350.0,5.02,4.3,6.15,1.72,52.121212,9,175,0.3378362115478516,False,REGULAR,USD
GOOGL260622P00355000,2026-06-10 17:57:31+00:00,355.0,6.5,6.6,8.4,2.17,50.115475,9,133,0.33887379882812496,False,REGULAR,USD
GOOGL260622P00360000,2026-06-10 19:48:28+00:00,360.0,9.52,8.55,10.85,2.3400006,32.590538,52,17,0.3309393078613281,True,REGULAR,USD
GOOGL260622P00365000,2026-06-10 15:44:18+00:00,365.0,9.55,11.65,13.7,1.3100004,15.898065,28,132,0.3212348150634765,True,REGULAR,USD
GOOGL260622P00370000,2026-06-10 19:58:01+00:00,370.0,15.97,15.3,17.65,5.0200005,45.844757,8,25,0.34009448974609374,True,REGULAR,USD
GOOGL260622P00375000,2026-06-10 19:34:27+00:00,375.0,20.07,18.85,21.8,7.99,66.14239,5,6,0.3562076098632812,True,REGULAR,USD
GOOGL260622P00380000,2026-06-10 19:00:23+00:00,380.0,24.83,22.7,26.35,4.83,24.15,1,10,0.3830628100585937,True,REGULAR,USD
GOOGL260622P00395000,2026-06-09 14:42:22+00:00,395.0,28.9,36.65,40.55,0.0,0.0,2,5,0.4635063415527344,True,REGULAR,USD
GOOGL260622P00400000,2026-06-10 14:04:52+00:00,400.0,33.82,41.55,45.45,-3.459999,-9.281114,3,4,0.4946339599609375,True,REGULAR,USD
GOOGL260622P00405000,2026-06-08 14:55:59+00:00,405.0,42.02,46.35,50.4,0.0,0.0,3,3,0.5278367529296876,True,REGULAR,USD
